indel_type	indelvar	acmg_points	bin
deletion	0.071	-2	BP4_-2
deletion	0.07	-2	BP4_-2
deletion	0.074	-2	BP4_-2
deletion	0.063	-2	BP4_-2
deletion	0.079	-2	BP4_-2
deletion	0.188	-2	BP4_-2
deletion	0.11	-2	BP4_-2
deletion	0.103	-2	BP4_-2
deletion	0.087	-2	BP4_-2
deletion	0.066	-2	BP4_-2
deletion	0.1	-2	BP4_-2
deletion	0.088	-2	BP4_-2
deletion	0.213	-2	BP4_-2
deletion	0.483	0	No-evidence
deletion	0.772	1	PP3_+1
deletion	0.21	-2	BP4_-2
deletion	0.32	-1	BP4_-1
deletion	0.559	0	No-evidence
deletion	0.101	-2	BP4_-2
deletion	0.165	-2	BP4_-2
deletion	0.816	1	PP3_+1
deletion	0.645	0	No-evidence
deletion	0.847	1	PP3_+1
deletion	0.823	1	PP3_+1
deletion	0.792	1	PP3_+1
deletion	0.37	0	No-evidence
deletion	0.507	0	No-evidence
deletion	0.952	2	PP3_+2
deletion	0.801	1	PP3_+1
deletion	0.225	-2	BP4_-2
deletion	0.86	1	PP3_+1
deletion	0.124	-2	BP4_-2
deletion	0.969	3	PP3_+3
deletion	0.981	3	PP3_+3
deletion	0.84	1	PP3_+1
deletion	0.884	1	PP3_+1
deletion	0.763	1	PP3_+1
deletion	0.335	0	No-evidence
deletion	0.886	1	PP3_+1
deletion	0.374	0	No-evidence
deletion	0.985	3	PP3_+3
deletion	0.109	-2	BP4_-2
deletion	0.047	-2	BP4_-2
deletion	0.152	-2	BP4_-2
deletion	0.058	-2	BP4_-2
deletion	0.028	-3	BP4_-3
deletion	0.361	0	No-evidence
deletion	0.954	2	PP3_+2
deletion	0.944	2	PP3_+2
deletion	0.043	-2	BP4_-2
deletion	0.835	1	PP3_+1
deletion	0.975	3	PP3_+3
deletion	0.219	-2	BP4_-2
deletion	0.073	-2	BP4_-2
deletion	0.102	-2	BP4_-2
deletion	0.037	-3	BP4_-3
deletion	0.193	-2	BP4_-2
deletion	0.077	-2	BP4_-2
deletion	0.048	-2	BP4_-2
deletion	0.04	-3	BP4_-3
deletion	0.175	-2	BP4_-2
deletion	0.199	-2	BP4_-2
deletion	0.984	3	PP3_+3
deletion	0.539	0	No-evidence
deletion	0.594	0	No-evidence
deletion	0.834	1	PP3_+1
deletion	0.889	1	PP3_+1
deletion	0.19	-2	BP4_-2
deletion	0.091	-2	BP4_-2
deletion	0.433	0	No-evidence
deletion	0.977	3	PP3_+3
deletion	0.076	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.105	-2	BP4_-2
deletion	0.947	2	PP3_+2
deletion	0.519	0	No-evidence
deletion	0.12	-2	BP4_-2
deletion	0.113	-2	BP4_-2
deletion	0.751	1	PP3_+1
deletion	0.982	3	PP3_+3
deletion	0.118	-2	BP4_-2
deletion	0.136	-2	BP4_-2
deletion	0.837	1	PP3_+1
deletion	0.26	-1	BP4_-1
deletion	0.224	-2	BP4_-2
deletion	0.256	-2	BP4_-2
deletion	0.897	1	PP3_+1
deletion	0.827	1	PP3_+1
deletion	0.427	0	No-evidence
deletion	0.202	-2	BP4_-2
deletion	0.214	-2	BP4_-2
deletion	0.204	-2	BP4_-2
deletion	0.985	3	PP3_+3
deletion	0.502	0	No-evidence
deletion	0.116	-2	BP4_-2
deletion	0.993	3	PP3_+3
deletion	0.177	-2	BP4_-2
deletion	0.081	-2	BP4_-2
deletion	0.173	-2	BP4_-2
deletion	0.33	0	No-evidence
deletion	0.001	-4	BP4_-4
deletion	0.001	-4	BP4_-4
deletion	0.006	-4	BP4_-4
deletion	0.02	-4	BP4_-4
deletion	0.032	-3	BP4_-3
deletion	0.016	-4	BP4_-4
deletion	0.026	-4	BP4_-4
deletion	0.003	-4	BP4_-4
deletion	0.004	-4	BP4_-4
deletion	0.007	-4	BP4_-4
deletion	0.011	-4	BP4_-4
deletion	0.052	-2	BP4_-2
deletion	0.049	-2	BP4_-2
deletion	0.025	-4	BP4_-4
deletion	0.023	-4	BP4_-4
deletion	0.187	-2	BP4_-2
deletion	0.179	-2	BP4_-2
deletion	0.065	-2	BP4_-2
deletion	0.043	-2	BP4_-2
deletion	0.003	-4	BP4_-4
deletion	0.15	-2	BP4_-2
deletion	0.648	0	No-evidence
deletion	0.945	2	PP3_+2
deletion	0.592	0	No-evidence
deletion	0.292	-1	BP4_-1
deletion	0.976	3	PP3_+3
deletion	0.92	2	PP3_+2
deletion	0.875	1	PP3_+1
deletion	0.921	2	PP3_+2
deletion	0.713	0	No-evidence
deletion	0.659	0	No-evidence
deletion	0.166	-2	BP4_-2
deletion	0.426	0	No-evidence
deletion	0.718	0	No-evidence
deletion	0.146	-2	BP4_-2
deletion	0.993	3	PP3_+3
deletion	0.942	2	PP3_+2
deletion	0.368	0	No-evidence
deletion	0.474	0	No-evidence
deletion	0.655	0	No-evidence
deletion	0.895	1	PP3_+1
deletion	0.771	1	PP3_+1
deletion	0.802	1	PP3_+1
deletion	0.536	0	No-evidence
deletion	0.299	-1	BP4_-1
deletion	0.895	1	PP3_+1
deletion	0.367	0	No-evidence
deletion	0.779	1	PP3_+1
deletion	0.012	-4	BP4_-4
deletion	0.012	-4	BP4_-4
deletion	0.14	-2	BP4_-2
deletion	0.118	-2	BP4_-2
deletion	0.086	-2	BP4_-2
deletion	0.249	-2	BP4_-2
deletion	0.637	0	No-evidence
deletion	0.612	0	No-evidence
deletion	0.084	-2	BP4_-2
deletion	0.175	-2	BP4_-2
deletion	0.135	-2	BP4_-2
deletion	0.293	-1	BP4_-1
deletion	0.177	-2	BP4_-2
deletion	0.096	-2	BP4_-2
deletion	0.315	-1	BP4_-1
deletion	0.854	1	PP3_+1
deletion	0.919	2	PP3_+2
deletion	0.163	-2	BP4_-2
deletion	0.029	-3	BP4_-3
deletion	0.065	-2	BP4_-2
deletion	0.02	-4	BP4_-4
deletion	0.118	-2	BP4_-2
deletion	0.018	-4	BP4_-4
deletion	0.157	-2	BP4_-2
deletion	0.127	-2	BP4_-2
deletion	0.176	-2	BP4_-2
deletion	0.215	-2	BP4_-2
deletion	0.159	-2	BP4_-2
deletion	0.875	1	PP3_+1
deletion	0.131	-2	BP4_-2
deletion	0.191	-2	BP4_-2
deletion	0.963	3	PP3_+3
deletion	0.937	2	PP3_+2
deletion	0.886	1	PP3_+1
deletion	0.931	2	PP3_+2
deletion	0.15	-2	BP4_-2
deletion	0.305	-1	BP4_-1
deletion	0.991	3	PP3_+3
deletion	0.964	3	PP3_+3
deletion	0.542	0	No-evidence
deletion	0.556	0	No-evidence
deletion	0.049	-2	BP4_-2
deletion	0.052	-2	BP4_-2
deletion	0.264	-1	BP4_-1
deletion	0.95	2	PP3_+2
deletion	0.078	-2	BP4_-2
deletion	0.524	0	No-evidence
deletion	0.931	2	PP3_+2
deletion	0.051	-2	BP4_-2
deletion	0.103	-2	BP4_-2
deletion	0.075	-2	BP4_-2
deletion	0.849	1	PP3_+1
deletion	0.997	3	PP3_+3
deletion	0.792	1	PP3_+1
deletion	0.125	-2	BP4_-2
deletion	0.878	1	PP3_+1
deletion	0.983	3	PP3_+3
deletion	0.918	2	PP3_+2
deletion	0.156	-2	BP4_-2
deletion	0.852	1	PP3_+1
deletion	0.69	0	No-evidence
deletion	0.836	1	PP3_+1
deletion	0.877	1	PP3_+1
deletion	0.956	2	PP3_+2
deletion	0.222	-2	BP4_-2
deletion	0.972	3	PP3_+3
deletion	0.317	-1	BP4_-1
deletion	0.885	1	PP3_+1
deletion	0.949	2	PP3_+2
deletion	0.117	-2	BP4_-2
deletion	0.074	-2	BP4_-2
deletion	0.888	1	PP3_+1
deletion	0.968	3	PP3_+3
deletion	0.67	0	No-evidence
deletion	0.499	0	No-evidence
deletion	0.413	0	No-evidence
deletion	0.9	1	PP3_+1
deletion	0.861	1	PP3_+1
deletion	0.852	1	PP3_+1
deletion	0.854	1	PP3_+1
deletion	0.704	0	No-evidence
deletion	0.805	1	PP3_+1
deletion	0.243	-2	BP4_-2
deletion	0.27	-1	BP4_-1
deletion	0.502	0	No-evidence
deletion	0.964	3	PP3_+3
deletion	0.927	2	PP3_+2
deletion	0.952	2	PP3_+2
deletion	0.175	-2	BP4_-2
deletion	0.184	-2	BP4_-2
deletion	0.167	-2	BP4_-2
deletion	0.304	-1	BP4_-1
deletion	0.248	-2	BP4_-2
deletion	0.952	2	PP3_+2
deletion	0.139	-2	BP4_-2
deletion	0.317	-1	BP4_-1
deletion	0.296	-1	BP4_-1
deletion	0.075	-2	BP4_-2
deletion	0.019	-4	BP4_-4
deletion	0.029	-3	BP4_-3
deletion	0.17	-2	BP4_-2
deletion	0.277	-1	BP4_-1
deletion	0.255	-2	BP4_-2
deletion	0.131	-2	BP4_-2
deletion	0.864	1	PP3_+1
deletion	0.672	0	No-evidence
deletion	0.608	0	No-evidence
deletion	0.89	1	PP3_+1
deletion	0.976	3	PP3_+3
deletion	0.135	-2	BP4_-2
deletion	0.44	0	No-evidence
deletion	0.699	0	No-evidence
deletion	0.115	-2	BP4_-2
deletion	0.554	0	No-evidence
deletion	0.217	-2	BP4_-2
deletion	0.178	-2	BP4_-2
deletion	0.282	-1	BP4_-1
deletion	0.164	-2	BP4_-2
deletion	0.278	-1	BP4_-1
deletion	0.787	1	PP3_+1
deletion	0.949	2	PP3_+2
deletion	0.837	1	PP3_+1
deletion	0.945	2	PP3_+2
deletion	0.896	1	PP3_+1
deletion	0.969	3	PP3_+3
deletion	0.202	-2	BP4_-2
deletion	0.905	1	PP3_+1
deletion	0.065	-2	BP4_-2
deletion	0.177	-2	BP4_-2
deletion	0.858	1	PP3_+1
deletion	0.728	1	PP3_+1
deletion	0.843	1	PP3_+1
deletion	0.268	-1	BP4_-1
deletion	0.197	-2	BP4_-2
deletion	0.141	-2	BP4_-2
deletion	0.86	1	PP3_+1
deletion	0.014	-4	BP4_-4
deletion	0.825	1	PP3_+1
deletion	0.779	1	PP3_+1
deletion	0.188	-2	BP4_-2
deletion	0.799	1	PP3_+1
deletion	0.733	1	PP3_+1
deletion	0.457	0	No-evidence
deletion	0.294	-1	BP4_-1
deletion	0.304	-1	BP4_-1
deletion	0.335	0	No-evidence
deletion	0.671	0	No-evidence
deletion	0.98	3	PP3_+3
deletion	0.168	-2	BP4_-2
deletion	0.985	3	PP3_+3
deletion	0.963	3	PP3_+3
deletion	0.896	1	PP3_+1
deletion	0.768	1	PP3_+1
deletion	0.376	0	No-evidence
deletion	0.971	3	PP3_+3
deletion	0.974	3	PP3_+3
deletion	0.824	1	PP3_+1
deletion	0.848	1	PP3_+1
deletion	0.935	2	PP3_+2
deletion	0.871	1	PP3_+1
deletion	0.297	-1	BP4_-1
deletion	0.044	-2	BP4_-2
deletion	0.183	-2	BP4_-2
deletion	0.007	-4	BP4_-4
deletion	0.084	-2	BP4_-2
deletion	0.779	1	PP3_+1
deletion	0.166	-2	BP4_-2
deletion	0.154	-2	BP4_-2
deletion	0.199	-2	BP4_-2
deletion	0.331	0	No-evidence
deletion	0.071	-2	BP4_-2
deletion	0.101	-2	BP4_-2
deletion	0.267	-1	BP4_-1
deletion	0.484	0	No-evidence
deletion	0.483	0	No-evidence
deletion	0.765	1	PP3_+1
deletion	0.579	0	No-evidence
deletion	0.603	0	No-evidence
deletion	0.718	0	No-evidence
deletion	0.567	0	No-evidence
deletion	0.809	1	PP3_+1
deletion	0.615	0	No-evidence
deletion	0.139	-2	BP4_-2
deletion	0.757	1	PP3_+1
deletion	0.789	1	PP3_+1
deletion	0.635	0	No-evidence
deletion	0.744	1	PP3_+1
deletion	0.992	3	PP3_+3
deletion	0.999	3	PP3_+3
deletion	0.964	3	PP3_+3
deletion	0.993	3	PP3_+3
deletion	0.073	-2	BP4_-2
deletion	0.945	2	PP3_+2
deletion	0.969	3	PP3_+3
deletion	0.312	-1	BP4_-1
deletion	0.54	0	No-evidence
deletion	0.933	2	PP3_+2
deletion	0.683	0	No-evidence
deletion	0.826	1	PP3_+1
deletion	0.83	1	PP3_+1
deletion	0.782	1	PP3_+1
deletion	0.874	1	PP3_+1
deletion	0.676	0	No-evidence
deletion	0.075	-2	BP4_-2
deletion	0.65	0	No-evidence
deletion	0.09	-2	BP4_-2
deletion	0.074	-2	BP4_-2
deletion	0.332	0	No-evidence
deletion	0.914	1	PP3_+1
deletion	0.142	-2	BP4_-2
deletion	0.101	-2	BP4_-2
deletion	0.071	-2	BP4_-2
deletion	0.079	-2	BP4_-2
deletion	0.106	-2	BP4_-2
deletion	0.082	-2	BP4_-2
deletion	0.959	3	PP3_+3
deletion	0.897	1	PP3_+1
deletion	0.879	1	PP3_+1
deletion	0.747	1	PP3_+1
deletion	0.707	0	No-evidence
deletion	0.419	0	No-evidence
deletion	0.886	1	PP3_+1
deletion	0.928	2	PP3_+2
deletion	0.243	-2	BP4_-2
deletion	0.912	1	PP3_+1
deletion	0.9	1	PP3_+1
deletion	0.239	-2	BP4_-2
deletion	0.108	-2	BP4_-2
deletion	0.072	-2	BP4_-2
deletion	0.028	-3	BP4_-3
deletion	0.019	-4	BP4_-4
deletion	0.022	-4	BP4_-4
deletion	0.01	-4	BP4_-4
deletion	0.012	-4	BP4_-4
deletion	0.018	-4	BP4_-4
deletion	0.011	-4	BP4_-4
deletion	0.013	-4	BP4_-4
deletion	0.001	-4	BP4_-4
deletion	0.005	-4	BP4_-4
deletion	0	-4	BP4_-4
deletion	0.001	-4	BP4_-4
deletion	0.007	-4	BP4_-4
deletion	0.003	-4	BP4_-4
deletion	0.005	-4	BP4_-4
deletion	0	-4	BP4_-4
deletion	0.08	-2	BP4_-2
deletion	0.159	-2	BP4_-2
deletion	0.131	-2	BP4_-2
deletion	0.245	-2	BP4_-2
deletion	0.195	-2	BP4_-2
deletion	0.224	-2	BP4_-2
deletion	0.133	-2	BP4_-2
deletion	0.162	-2	BP4_-2
deletion	0.14	-2	BP4_-2
deletion	0.668	0	No-evidence
deletion	0.894	1	PP3_+1
deletion	0.345	0	No-evidence
deletion	0.211	-2	BP4_-2
deletion	0.817	1	PP3_+1
deletion	0.685	0	No-evidence
deletion	0.739	1	PP3_+1
deletion	0.759	1	PP3_+1
deletion	0.826	1	PP3_+1
deletion	0.278	-1	BP4_-1
deletion	0.827	1	PP3_+1
deletion	0.707	0	No-evidence
deletion	0.726	0	No-evidence
deletion	0.173	-2	BP4_-2
deletion	0.807	1	PP3_+1
deletion	0.614	0	No-evidence
deletion	0.798	1	PP3_+1
deletion	0.787	1	PP3_+1
deletion	0.204	-2	BP4_-2
deletion	0.978	3	PP3_+3
deletion	0.774	1	PP3_+1
deletion	0.642	0	No-evidence
deletion	0.936	2	PP3_+2
deletion	0.983	3	PP3_+3
deletion	0.891	1	PP3_+1
deletion	0.994	3	PP3_+3
deletion	0.934	2	PP3_+2
deletion	0.991	3	PP3_+3
deletion	0.789	1	PP3_+1
deletion	0.403	0	No-evidence
deletion	0.755	1	PP3_+1
deletion	0.88	1	PP3_+1
deletion	0.231	-2	BP4_-2
deletion	0.787	1	PP3_+1
deletion	0.923	2	PP3_+2
deletion	0.408	0	No-evidence
deletion	0.221	-2	BP4_-2
deletion	0.832	1	PP3_+1
deletion	0.799	1	PP3_+1
deletion	0.804	1	PP3_+1
deletion	0.743	1	PP3_+1
deletion	0.774	1	PP3_+1
deletion	0.133	-2	BP4_-2
deletion	0.08	-2	BP4_-2
deletion	0.208	-2	BP4_-2
deletion	0.14	-2	BP4_-2
deletion	0.054	-2	BP4_-2
deletion	0.033	-3	BP4_-3
deletion	0.246	-2	BP4_-2
deletion	0.602	0	No-evidence
deletion	0.825	1	PP3_+1
deletion	0.901	1	PP3_+1
deletion	0.902	1	PP3_+1
deletion	0.308	-1	BP4_-1
deletion	0.774	1	PP3_+1
deletion	0.772	1	PP3_+1
deletion	0.945	2	PP3_+2
deletion	0.807	1	PP3_+1
deletion	0.984	3	PP3_+3
deletion	0.985	3	PP3_+3
deletion	0.742	1	PP3_+1
deletion	0.797	1	PP3_+1
deletion	0.781	1	PP3_+1
deletion	0.57	0	No-evidence
deletion	0.743	1	PP3_+1
deletion	0.981	3	PP3_+3
deletion	0.94	2	PP3_+2
deletion	0.617	0	No-evidence
deletion	0.088	-2	BP4_-2
deletion	0.114	-2	BP4_-2
deletion	0.142	-2	BP4_-2
deletion	0.189	-2	BP4_-2
deletion	0.211	-2	BP4_-2
deletion	0.214	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.056	-2	BP4_-2
deletion	0.04	-3	BP4_-3
deletion	0.039	-3	BP4_-3
deletion	0.058	-2	BP4_-2
deletion	0.193	-2	BP4_-2
deletion	0.032	-3	BP4_-3
deletion	0.047	-2	BP4_-2
deletion	0.962	3	PP3_+3
deletion	0.452	0	No-evidence
deletion	0.521	0	No-evidence
deletion	0.158	-2	BP4_-2
deletion	0.884	1	PP3_+1
deletion	0.835	1	PP3_+1
deletion	0.871	1	PP3_+1
deletion	0.212	-2	BP4_-2
deletion	0.068	-2	BP4_-2
deletion	0.944	2	PP3_+2
deletion	0.996	3	PP3_+3
deletion	0.895	1	PP3_+1
deletion	0.986	3	PP3_+3
deletion	0.988	3	PP3_+3
deletion	0.942	2	PP3_+2
deletion	0.784	1	PP3_+1
deletion	0.95	2	PP3_+2
deletion	0.97	3	PP3_+3
deletion	0.757	1	PP3_+1
deletion	0.305	-1	BP4_-1
deletion	0.712	0	No-evidence
deletion	0.969	3	PP3_+3
deletion	0.774	1	PP3_+1
deletion	0.851	1	PP3_+1
deletion	0.889	1	PP3_+1
deletion	0.938	2	PP3_+2
deletion	0.974	3	PP3_+3
deletion	0.188	-2	BP4_-2
deletion	0.068	-2	BP4_-2
deletion	0.132	-2	BP4_-2
deletion	0.098	-2	BP4_-2
deletion	0.09	-2	BP4_-2
deletion	0.744	1	PP3_+1
deletion	0.023	-4	BP4_-4
deletion	0.019	-4	BP4_-4
deletion	0.011	-4	BP4_-4
deletion	0.006	-4	BP4_-4
deletion	0.007	-4	BP4_-4
deletion	0.012	-4	BP4_-4
deletion	0.01	-4	BP4_-4
deletion	0.035	-3	BP4_-3
deletion	0.037	-3	BP4_-3
deletion	0.052	-2	BP4_-2
deletion	0.22	-2	BP4_-2
deletion	0.132	-2	BP4_-2
deletion	0.934	2	PP3_+2
deletion	0.954	2	PP3_+2
deletion	0.927	2	PP3_+2
deletion	0.945	2	PP3_+2
deletion	0.266	-1	BP4_-1
deletion	0.946	2	PP3_+2
deletion	0.974	3	PP3_+3
deletion	0.642	0	No-evidence
deletion	0.826	1	PP3_+1
deletion	0.931	2	PP3_+2
deletion	0.226	-2	BP4_-2
deletion	0.059	-2	BP4_-2
deletion	0.048	-2	BP4_-2
deletion	0.09	-2	BP4_-2
deletion	0.06	-2	BP4_-2
deletion	0.987	3	PP3_+3
deletion	0.269	-1	BP4_-1
deletion	0.273	-1	BP4_-1
deletion	0.329	0	No-evidence
deletion	0.464	0	No-evidence
deletion	0.019	-4	BP4_-4
deletion	0.98	3	PP3_+3
deletion	0.798	1	PP3_+1
deletion	0.804	1	PP3_+1
deletion	0.923	2	PP3_+2
deletion	0.78	1	PP3_+1
deletion	0.811	1	PP3_+1
deletion	0.304	-1	BP4_-1
deletion	0.196	-2	BP4_-2
deletion	0.906	1	PP3_+1
deletion	0.973	3	PP3_+3
deletion	0.923	2	PP3_+2
deletion	0.955	2	PP3_+2
deletion	0.939	2	PP3_+2
deletion	0.989	3	PP3_+3
deletion	0.276	-1	BP4_-1
deletion	0.193	-2	BP4_-2
deletion	0.234	-2	BP4_-2
deletion	0.115	-2	BP4_-2
deletion	0.935	2	PP3_+2
deletion	0.646	0	No-evidence
deletion	0.705	0	No-evidence
deletion	0.874	1	PP3_+1
deletion	0.616	0	No-evidence
deletion	0.364	0	No-evidence
deletion	0.566	0	No-evidence
deletion	0.289	-1	BP4_-1
deletion	0.252	-2	BP4_-2
deletion	0.273	-1	BP4_-1
deletion	0.074	-2	BP4_-2
deletion	0.055	-2	BP4_-2
deletion	0.97	3	PP3_+3
deletion	0.127	-2	BP4_-2
deletion	0.124	-2	BP4_-2
deletion	0.885	1	PP3_+1
deletion	0.326	-1	BP4_-1
deletion	0.157	-2	BP4_-2
deletion	0.201	-2	BP4_-2
deletion	0.136	-2	BP4_-2
deletion	0.428	0	No-evidence
deletion	0.726	0	No-evidence
deletion	0.329	0	No-evidence
deletion	0.807	1	PP3_+1
deletion	0.203	-2	BP4_-2
deletion	0.253	-2	BP4_-2
deletion	0.773	1	PP3_+1
deletion	0.678	0	No-evidence
deletion	0.784	1	PP3_+1
deletion	0.966	3	PP3_+3
deletion	0.833	1	PP3_+1
deletion	0.153	-2	BP4_-2
deletion	0.158	-2	BP4_-2
deletion	0.975	3	PP3_+3
deletion	0.274	-1	BP4_-1
deletion	0.845	1	PP3_+1
deletion	0.913	1	PP3_+1
deletion	0.953	2	PP3_+2
deletion	0.972	3	PP3_+3
deletion	0.151	-2	BP4_-2
deletion	0.194	-2	BP4_-2
deletion	0.191	-2	BP4_-2
deletion	0.683	0	No-evidence
deletion	0.369	0	No-evidence
deletion	0.923	2	PP3_+2
deletion	0.419	0	No-evidence
deletion	0.075	-2	BP4_-2
deletion	0.294	-1	BP4_-1
deletion	0.89	1	PP3_+1
deletion	0.962	3	PP3_+3
deletion	0.514	0	No-evidence
deletion	0.933	2	PP3_+2
deletion	0.701	0	No-evidence
deletion	0.92	2	PP3_+2
deletion	0.903	1	PP3_+1
deletion	0.909	1	PP3_+1
deletion	0.289	-1	BP4_-1
deletion	0.122	-2	BP4_-2
deletion	0.143	-2	BP4_-2
deletion	0.622	0	No-evidence
deletion	0.114	-2	BP4_-2
deletion	0.991	3	PP3_+3
deletion	0.034	-3	BP4_-3
deletion	0.034	-3	BP4_-3
deletion	0.977	3	PP3_+3
deletion	0.911	1	PP3_+1
deletion	0.972	3	PP3_+3
deletion	0.952	2	PP3_+2
deletion	0.324	-1	BP4_-1
deletion	0.886	1	PP3_+1
deletion	0.501	0	No-evidence
deletion	0.821	1	PP3_+1
deletion	0.157	-2	BP4_-2
deletion	0.17	-2	BP4_-2
deletion	0.205	-2	BP4_-2
deletion	0.088	-2	BP4_-2
deletion	0.14	-2	BP4_-2
deletion	0.094	-2	BP4_-2
deletion	0.081	-2	BP4_-2
deletion	0.778	1	PP3_+1
deletion	0.981	3	PP3_+3
deletion	0.324	-1	BP4_-1
deletion	0.956	2	PP3_+2
deletion	0.535	0	No-evidence
deletion	0.881	1	PP3_+1
deletion	0.991	3	PP3_+3
deletion	0.992	3	PP3_+3
deletion	0.303	-1	BP4_-1
deletion	0.055	-2	BP4_-2
deletion	0.09	-2	BP4_-2
deletion	0.114	-2	BP4_-2
deletion	0.06	-2	BP4_-2
deletion	0.018	-4	BP4_-4
deletion	0.05	-2	BP4_-2
deletion	0.287	-1	BP4_-1
deletion	0.433	0	No-evidence
deletion	0.348	0	No-evidence
deletion	0.289	-1	BP4_-1
deletion	0.126	-2	BP4_-2
deletion	0.484	0	No-evidence
deletion	0.145	-2	BP4_-2
deletion	0.713	0	No-evidence
deletion	0.191	-2	BP4_-2
deletion	0.067	-2	BP4_-2
deletion	0.04	-3	BP4_-3
deletion	0.026	-4	BP4_-4
deletion	0.047	-2	BP4_-2
deletion	0.207	-2	BP4_-2
deletion	0.016	-4	BP4_-4
deletion	0.94	2	PP3_+2
deletion	0.97	3	PP3_+3
deletion	0.771	1	PP3_+1
deletion	0.968	3	PP3_+3
deletion	0.977	3	PP3_+3
deletion	0.274	-1	BP4_-1
deletion	0.644	0	No-evidence
deletion	0.463	0	No-evidence
deletion	0.647	0	No-evidence
deletion	0.726	0	No-evidence
deletion	0.937	2	PP3_+2
deletion	0.745	1	PP3_+1
deletion	0.954	2	PP3_+2
deletion	0.896	1	PP3_+1
deletion	0.406	0	No-evidence
deletion	0.595	0	No-evidence
deletion	0.726	0	No-evidence
deletion	0.75	1	PP3_+1
deletion	0.342	0	No-evidence
deletion	0.522	0	No-evidence
deletion	0.116	-2	BP4_-2
deletion	0.162	-2	BP4_-2
deletion	0.28	-1	BP4_-1
deletion	0.619	0	No-evidence
deletion	0.966	3	PP3_+3
deletion	0.9	1	PP3_+1
deletion	0.552	0	No-evidence
deletion	0.928	2	PP3_+2
deletion	0.845	1	PP3_+1
deletion	0.921	2	PP3_+2
deletion	0.232	-2	BP4_-2
deletion	0.866	1	PP3_+1
deletion	0.842	1	PP3_+1
deletion	0.395	0	No-evidence
deletion	0.22	-2	BP4_-2
deletion	0.904	1	PP3_+1
deletion	0.085	-2	BP4_-2
deletion	0.085	-2	BP4_-2
deletion	0.585	0	No-evidence
deletion	0.642	0	No-evidence
deletion	0.437	0	No-evidence
deletion	0.508	0	No-evidence
deletion	0.62	0	No-evidence
deletion	0.586	0	No-evidence
deletion	0.566	0	No-evidence
deletion	0.358	0	No-evidence
deletion	0.255	-2	BP4_-2
deletion	0.07	-2	BP4_-2
deletion	0.151	-2	BP4_-2
deletion	0.171	-2	BP4_-2
deletion	0.011	-4	BP4_-4
deletion	0.442	0	No-evidence
deletion	0.435	0	No-evidence
deletion	0.059	-2	BP4_-2
deletion	0.174	-2	BP4_-2
deletion	0.01	-4	BP4_-4
deletion	0.76	1	PP3_+1
deletion	0.994	3	PP3_+3
deletion	0.212	-2	BP4_-2
deletion	0.962	3	PP3_+3
deletion	0.843	1	PP3_+1
deletion	0.22	-2	BP4_-2
deletion	0.926	2	PP3_+2
deletion	0.241	-2	BP4_-2
deletion	0.153	-2	BP4_-2
deletion	0.252	-2	BP4_-2
deletion	0.066	-2	BP4_-2
deletion	0.941	2	PP3_+2
deletion	0.258	-2	BP4_-2
deletion	0.046	-2	BP4_-2
deletion	0.041	-2	BP4_-2
deletion	0.107	-2	BP4_-2
deletion	0.352	0	No-evidence
deletion	0.347	0	No-evidence
deletion	0.337	0	No-evidence
deletion	0.363	0	No-evidence
deletion	0.358	0	No-evidence
deletion	0.599	0	No-evidence
deletion	0.369	0	No-evidence
deletion	0.92	2	PP3_+2
deletion	0.961	3	PP3_+3
deletion	0.964	3	PP3_+3
deletion	0.951	2	PP3_+2
deletion	0.953	2	PP3_+2
deletion	0.849	1	PP3_+1
deletion	0.672	0	No-evidence
deletion	0.223	-2	BP4_-2
deletion	0.737	1	PP3_+1
deletion	0.713	0	No-evidence
deletion	0.66	0	No-evidence
deletion	0.971	3	PP3_+3
deletion	0.267	-1	BP4_-1
deletion	0.965	3	PP3_+3
deletion	0.976	3	PP3_+3
deletion	0.992	3	PP3_+3
deletion	0.969	3	PP3_+3
deletion	0.927	2	PP3_+2
deletion	0.993	3	PP3_+3
deletion	0.992	3	PP3_+3
deletion	0.969	3	PP3_+3
deletion	0.91	1	PP3_+1
deletion	0.284	-1	BP4_-1
deletion	0.16	-2	BP4_-2
deletion	0.149	-2	BP4_-2
deletion	0.164	-2	BP4_-2
deletion	0.212	-2	BP4_-2
deletion	0.226	-2	BP4_-2
deletion	0.15	-2	BP4_-2
deletion	0.792	1	PP3_+1
deletion	0.903	1	PP3_+1
deletion	0.984	3	PP3_+3
deletion	0.559	0	No-evidence
deletion	0.605	0	No-evidence
deletion	0.79	1	PP3_+1
deletion	0.991	3	PP3_+3
deletion	0.043	-2	BP4_-2
deletion	0.093	-2	BP4_-2
deletion	0.037	-3	BP4_-3
deletion	0.636	0	No-evidence
deletion	0.906	1	PP3_+1
deletion	0.235	-2	BP4_-2
deletion	0.837	1	PP3_+1
deletion	0.576	0	No-evidence
deletion	0.061	-2	BP4_-2
deletion	0.176	-2	BP4_-2
deletion	0.025	-4	BP4_-4
deletion	0.875	1	PP3_+1
deletion	0.658	0	No-evidence
deletion	0.342	0	No-evidence
deletion	0.98	3	PP3_+3
deletion	0.915	1	PP3_+1
deletion	0.854	1	PP3_+1
